2026-06-19T09:57:34.663328699Z I0619 09:57:34.663083      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.003482059387830024 seatDemandStdev=0.06181148149036363 seatDemandSmoothed=0.1796405769181238 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T10:42:02.396422995Z I0619 10:42:02.389732      10 trace.go:236] Trace[792774669]: "List(recursive=true) etcd3" audit-id:,key:/pods,resourceVersion:50310,resourceVersionMatch:Exact,limit:10000,continue: (19-Jun-2026 10:42:01.595) (total time: 794ms):
2026-06-19T10:42:02.396441213Z Trace[792774669]: [794.0897ms] [794.0897ms] END
2026-06-19T10:42:04.979157532Z I0619 10:42:04.955465      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.030519750995510398 seatDemandStdev=0.1720738136132798 seatDemandSmoothed=0.20259356460879022 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T10:42:14.980435384Z I0619 10:42:14.980210      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.003953956216016328 seatDemandStdev=0.06275605505652944 seatDemandSmoothed=0.19946824288205658 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T10:42:34.982243721Z I0619 10:42:34.981948      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.002531504564832771 seatDemandStdev=0.050625615494077514 seatDemandSmoothed=0.19290001980958277 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T10:42:44.982738663Z I0619 10:42:44.982463      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.0026517867373416423 seatDemandStdev=0.05142717923862149 seatDemandSmoothed=0.1897071355714095 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T10:42:54.984353198Z I0619 10:42:54.983774      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.002912456682237711 seatDemandStdev=0.05468960103217968 seatDemandSmoothed=0.18666871878069868 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T10:43:04.985192585Z I0619 10:43:04.984619      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.015514527145947659 seatDemandStdev=0.12358732375686964 seatDemandSmoothed=0.1855746808195074 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T10:43:34.987271803Z I0619 10:43:34.986764      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.0026292379008948062 seatDemandStdev=0.05177673459062568 seatDemandSmoothed=0.17678960954541587 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T10:43:44.987967566Z I0619 10:43:44.987756      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.0025397772411448138 seatDemandStdev=0.05033216439524706 seatDemandSmoothed=0.17393950318350831 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T10:44:03.075541227Z I0619 10:44:03.038704      10 cidrallocator.go:242] syncing ServiceCIDR allocators
2026-06-19T10:44:03.081669839Z I0619 10:44:03.038820      10 cidrallocator.go:278] updated ClusterIP allocator for Service CIDR 100.64.0.0/13
2026-06-19T10:44:03.112169084Z I0619 10:44:03.039035      10 cidrallocator.go:244] syncing ServiceCIDR allocators took: 337.366µs
2026-06-19T10:44:03.220520300Z I0619 10:44:03.220308      10 controller.go:231] Updating CRD OpenAPI spec because vlagents.operator.victoriametrics.com changed
2026-06-19T10:44:03.259651458Z I0619 10:44:03.231909      10 controller.go:231] Updating CRD OpenAPI spec because vmalertmanagerconfigs.operator.victoriametrics.com changed
2026-06-19T10:44:03.259682703Z I0619 10:44:03.233158      10 controller.go:231] Updating CRD OpenAPI spec because vmalertmanagers.operator.victoriametrics.com changed
2026-06-19T10:44:03.259686380Z I0619 10:44:03.246895      10 controller.go:231] Updating CRD OpenAPI spec because vmauths.operator.victoriametrics.com changed
2026-06-19T10:44:03.259689115Z I0619 10:44:03.249602      10 controller.go:231] Updating CRD OpenAPI spec because vtsingles.operator.victoriametrics.com changed
2026-06-19T10:44:03.259691449Z I0619 10:44:03.258759      10 controller.go:231] Updating CRD OpenAPI spec because vmsingles.operator.victoriametrics.com changed
2026-06-19T10:44:03.259694085Z I0619 10:44:03.258810      10 controller.go:231] Updating CRD OpenAPI spec because vtclusters.operator.victoriametrics.com changed
2026-06-19T10:44:03.349727765Z I0619 10:44:03.260948      10 controller.go:231] Updating CRD OpenAPI spec because vmnodescrapes.operator.victoriametrics.com changed
2026-06-19T10:44:03.349773720Z I0619 10:44:03.287701      10 controller.go:231] Updating CRD OpenAPI spec because vmdistributed.operator.victoriametrics.com changed
2026-06-19T10:44:03.349777161Z I0619 10:44:03.288083      10 controller.go:231] Updating CRD OpenAPI spec because ciliumpodippools.cilium.io changed
2026-06-19T10:44:03.349779511Z I0619 10:44:03.288173      10 controller.go:231] Updating CRD OpenAPI spec because ciliumloadbalancerippools.cilium.io changed
2026-06-19T10:44:03.349781952Z I0619 10:44:03.295208      10 controller.go:231] Updating CRD OpenAPI spec because kubenticagents.kubentic.io changed
2026-06-19T10:44:03.349784080Z I0619 10:44:03.295369      10 controller.go:231] Updating CRD OpenAPI spec because ciliumidentities.cilium.io changed
2026-06-19T10:44:03.349786467Z I0619 10:44:03.335748      10 controller.go:231] Updating CRD OpenAPI spec because vmagents.operator.victoriametrics.com changed
2026-06-19T10:44:03.350537754Z I0619 10:44:03.350375      10 controller.go:231] Updating CRD OpenAPI spec because vmclusters.operator.victoriametrics.com changed
2026-06-19T10:44:03.352719027Z I0619 10:44:03.350628      10 controller.go:231] Updating CRD OpenAPI spec because vmscrapeconfigs.operator.victoriametrics.com changed
2026-06-19T10:44:03.393228193Z I0619 10:44:03.393012      10 controller.go:231] Updating CRD OpenAPI spec because ciliumnodes.cilium.io changed
2026-06-19T10:44:03.396164894Z I0619 10:44:03.395976      10 controller.go:231] Updating CRD OpenAPI spec because ciliumendpoints.cilium.io changed
2026-06-19T10:44:03.396407882Z I0619 10:44:03.396319      10 controller.go:231] Updating CRD OpenAPI spec because ciliumnodeconfigs.cilium.io changed
2026-06-19T10:44:03.414142618Z I0619 10:44:03.413914      10 controller.go:231] Updating CRD OpenAPI spec because vmpodscrapes.operator.victoriametrics.com changed
2026-06-19T10:44:03.442932049Z I0619 10:44:03.442717      10 controller.go:231] Updating CRD OpenAPI spec because ciliumnetworkpolicies.cilium.io changed
2026-06-19T10:44:03.443904726Z I0619 10:44:03.443711      10 controller.go:231] Updating CRD OpenAPI spec because ciliuml2announcementpolicies.cilium.io changed
2026-06-19T10:44:03.444047494Z I0619 10:44:03.443952      10 controller.go:231] Updating CRD OpenAPI spec because vmanomalyconfigs.operator.victoriametrics.com changed
2026-06-19T10:44:03.460115809Z I0619 10:44:03.459888      10 controller.go:231] Updating CRD OpenAPI spec because vmanomalies.operator.victoriametrics.com changed
2026-06-19T10:44:03.460246617Z I0619 10:44:03.460147      10 controller.go:231] Updating CRD OpenAPI spec because vmservicescrapes.operator.victoriametrics.com changed
2026-06-19T10:44:03.460974083Z I0619 10:44:03.460788      10 controller.go:231] Updating CRD OpenAPI spec because vlsingles.operator.victoriametrics.com changed
2026-06-19T10:44:03.461567016Z I0619 10:44:03.461418      10 controller.go:231] Updating CRD OpenAPI spec because vlclusters.operator.victoriametrics.com changed
2026-06-19T10:44:03.471689562Z I0619 10:44:03.471476      10 controller.go:231] Updating CRD OpenAPI spec because vmrules.operator.victoriametrics.com changed
2026-06-19T10:44:03.472804003Z I0619 10:44:03.472607      10 controller.go:231] Updating CRD OpenAPI spec because vmalerts.operator.victoriametrics.com changed
2026-06-19T10:44:03.473667399Z I0619 10:44:03.473514      10 controller.go:231] Updating CRD OpenAPI spec because ciliumclusterwidenetworkpolicies.cilium.io changed
2026-06-19T10:44:03.474331455Z I0619 10:44:03.474194      10 controller.go:231] Updating CRD OpenAPI spec because ciliumcidrgroups.cilium.io changed
2026-06-19T10:44:03.475355777Z I0619 10:44:03.475234      10 controller.go:231] Updating CRD OpenAPI spec because vmusers.operator.victoriametrics.com changed
2026-06-19T10:44:03.475682636Z I0619 10:44:03.475575      10 controller.go:231] Updating CRD OpenAPI spec because vmprobes.operator.victoriametrics.com changed
2026-06-19T10:44:03.476424496Z I0619 10:44:03.476304      10 controller.go:231] Updating CRD OpenAPI spec because vlogs.operator.victoriametrics.com changed
2026-06-19T10:44:03.477071217Z I0619 10:44:03.476950      10 controller.go:231] Updating CRD OpenAPI spec because vmstaticscrapes.operator.victoriametrics.com changed
2026-06-19T10:44:04.989982127Z I0619 10:44:04.989693      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.006383770194775354 seatDemandStdev=0.08149336650356345 seatDemandSmoothed=0.16933482110261314 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T10:44:14.991342822Z I0619 10:44:14.990431      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.0033986366435744915 seatDemandStdev=0.05819867620951051 seatDemandSmoothed=0.166856858412874 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T10:44:34.994395704Z I0619 10:44:34.993662      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.0029906278898772396 seatDemandStdev=0.05469689675471285 seatDemandSmoothed=0.1618234807747307 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T10:44:44.994263720Z I0619 10:44:44.994022      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.0032236246569381307 seatDemandStdev=0.05668538525060327 seatDemandSmoothed=0.15947944794478533 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T10:45:04.996130081Z I0619 10:45:04.995872      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.021416841639945828 seatDemandStdev=0.16896168969181466 seatDemandSmoothed=0.1903785313317605 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T10:45:14.997529017Z I0619 10:45:14.997323      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.004149916371815783 seatDemandStdev=0.06428603709922333 seatDemandSmoothed=0.1875738520409639 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T10:46:05.002695390Z I0619 10:46:05.001504      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.018097798418488072 seatDemandStdev=0.13341932983718083 seatDemandSmoothed=0.1751892948677825 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T10:46:15.003396031Z I0619 10:46:15.003174      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.0030957068145700327 seatDemandStdev=0.05555288843875049 seatDemandSmoothed=0.17250885877664987 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T10:46:35.004496279Z I0619 10:46:35.004221      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.0025157982301993336 seatDemandStdev=0.05284734468112068 seatDemandSmoothed=0.16709281251149102 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T10:46:45.006052350Z I0619 10:46:45.005780      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.0033106554455602133 seatDemandStdev=0.057442971772715554 seatDemandSmoothed=0.16464701124974707 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T10:48:05.016408898Z I0619 10:48:05.015997      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.01015587170317733 seatDemandStdev=0.1017523319793847 seatDemandSmoothed=0.14905185601004822 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T10:48:15.017568350Z I0619 10:48:15.017324      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.0024090307901719777 seatDemandStdev=0.049022722902996536 seatDemandSmoothed=0.14680659365676 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T10:49:03.229701982Z I0619 10:49:03.210639      10 controller.go:231] Updating CRD OpenAPI spec because ciliumnodes.cilium.io changed
2026-06-19T10:49:03.243485940Z I0619 10:49:03.243264      10 controller.go:231] Updating CRD OpenAPI spec because ciliumendpoints.cilium.io changed
2026-06-19T10:49:03.244801551Z I0619 10:49:03.244589      10 controller.go:231] Updating CRD OpenAPI spec because ciliumnodeconfigs.cilium.io changed
2026-06-19T10:49:03.261252278Z I0619 10:49:03.260790      10 controller.go:231] Updating CRD OpenAPI spec because vmpodscrapes.operator.victoriametrics.com changed
2026-06-19T10:49:03.263464651Z I0619 10:49:03.262389      10 controller.go:231] Updating CRD OpenAPI spec because ciliumnetworkpolicies.cilium.io changed
2026-06-19T10:49:03.265286885Z I0619 10:49:03.262504      10 controller.go:231] Updating CRD OpenAPI spec because ciliuml2announcementpolicies.cilium.io changed
2026-06-19T10:49:03.265789010Z I0619 10:49:03.265651      10 controller.go:231] Updating CRD OpenAPI spec because vmanomalyconfigs.operator.victoriametrics.com changed
2026-06-19T10:49:03.286320815Z I0619 10:49:03.286061      10 controller.go:231] Updating CRD OpenAPI spec because vmanomalies.operator.victoriametrics.com changed
2026-06-19T10:49:03.286413550Z I0619 10:49:03.286292      10 controller.go:231] Updating CRD OpenAPI spec because vmservicescrapes.operator.victoriametrics.com changed
2026-06-19T10:49:03.294040055Z I0619 10:49:03.287782      10 controller.go:231] Updating CRD OpenAPI spec because vlsingles.operator.victoriametrics.com changed
2026-06-19T10:49:03.305380474Z I0619 10:49:03.300303      10 controller.go:231] Updating CRD OpenAPI spec because vlclusters.operator.victoriametrics.com changed
2026-06-19T10:49:03.307069849Z I0619 10:49:03.305197      10 controller.go:231] Updating CRD OpenAPI spec because vmrules.operator.victoriametrics.com changed
2026-06-19T10:49:03.312264022Z I0619 10:49:03.312049      10 controller.go:231] Updating CRD OpenAPI spec because vmalerts.operator.victoriametrics.com changed
2026-06-19T10:49:03.330214062Z I0619 10:49:03.330000      10 controller.go:231] Updating CRD OpenAPI spec because ciliumclusterwidenetworkpolicies.cilium.io changed
2026-06-19T10:49:03.331225392Z I0619 10:49:03.331051      10 controller.go:231] Updating CRD OpenAPI spec because ciliumcidrgroups.cilium.io changed
2026-06-19T10:49:03.331289208Z I0619 10:49:03.331209      10 controller.go:231] Updating CRD OpenAPI spec because vmusers.operator.victoriametrics.com changed
2026-06-19T10:49:03.331986079Z I0619 10:49:03.331874      10 controller.go:231] Updating CRD OpenAPI spec because vmprobes.operator.victoriametrics.com changed
2026-06-19T10:49:03.333962931Z I0619 10:49:03.333817      10 controller.go:231] Updating CRD OpenAPI spec because vlogs.operator.victoriametrics.com changed
2026-06-19T10:49:03.335467927Z I0619 10:49:03.335329      10 controller.go:231] Updating CRD OpenAPI spec because vmstaticscrapes.operator.victoriametrics.com changed
2026-06-19T10:49:03.335697717Z I0619 10:49:03.335604      10 controller.go:231] Updating CRD OpenAPI spec because vlagents.operator.victoriametrics.com changed
2026-06-19T10:49:03.338030612Z I0619 10:49:03.337878      10 controller.go:231] Updating CRD OpenAPI spec because vmalertmanagerconfigs.operator.victoriametrics.com changed
2026-06-19T10:49:03.348965227Z I0619 10:49:03.348696      10 controller.go:231] Updating CRD OpenAPI spec because vmalertmanagers.operator.victoriametrics.com changed
2026-06-19T10:49:03.349562543Z I0619 10:49:03.349407      10 controller.go:231] Updating CRD OpenAPI spec because vmauths.operator.victoriametrics.com changed
2026-06-19T10:49:03.351082045Z I0619 10:49:03.350940      10 controller.go:231] Updating CRD OpenAPI spec because vtsingles.operator.victoriametrics.com changed
2026-06-19T10:49:03.351287462Z I0619 10:49:03.351203      10 controller.go:231] Updating CRD OpenAPI spec because vmsingles.operator.victoriametrics.com changed
2026-06-19T10:49:03.364127303Z I0619 10:49:03.363922      10 controller.go:231] Updating CRD OpenAPI spec because vtclusters.operator.victoriametrics.com changed
2026-06-19T10:49:03.386603691Z I0619 10:49:03.386416      10 controller.go:231] Updating CRD OpenAPI spec because vmnodescrapes.operator.victoriametrics.com changed
2026-06-19T10:49:03.387243222Z I0619 10:49:03.387120      10 controller.go:231] Updating CRD OpenAPI spec because vmdistributed.operator.victoriametrics.com changed
2026-06-19T10:49:03.388797415Z I0619 10:49:03.388655      10 controller.go:231] Updating CRD OpenAPI spec because ciliumpodippools.cilium.io changed
2026-06-19T10:49:03.388993029Z I0619 10:49:03.388906      10 controller.go:231] Updating CRD OpenAPI spec because ciliumloadbalancerippools.cilium.io changed
2026-06-19T10:49:03.389295378Z I0619 10:49:03.389183      10 controller.go:231] Updating CRD OpenAPI spec because kubenticagents.kubentic.io changed
2026-06-19T10:49:03.434153117Z I0619 10:49:03.432671      10 controller.go:231] Updating CRD OpenAPI spec because ciliumidentities.cilium.io changed
2026-06-19T10:49:03.434169989Z I0619 10:49:03.432726      10 controller.go:231] Updating CRD OpenAPI spec because vmagents.operator.victoriametrics.com changed
2026-06-19T10:49:03.434671167Z I0619 10:49:03.434471      10 controller.go:231] Updating CRD OpenAPI spec because vmclusters.operator.victoriametrics.com changed
2026-06-19T10:49:03.434681012Z I0619 10:49:03.434602      10 controller.go:231] Updating CRD OpenAPI spec because vmscrapeconfigs.operator.victoriametrics.com changed
2026-06-19T10:49:05.021820812Z I0619 10:49:05.021397      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=3 seatDemandAvg=0.012167972666320779 seatDemandStdev=0.11210886598953666 seatDemandSmoothed=0.13818968279108934 fairFrac=2.3333333333333335 currentCL=3 concurrencyDenominator=3 backstop=false
2026-06-19T10:49:15.022366039Z I0619 10:49:15.022115      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.0026879749983587655 seatDemandStdev=0.05177595763254373 seatDemandSmoothed=0.13626399053740504 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T10:49:35.023374652Z I0619 10:49:35.023134      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.0024082631791922317 seatDemandStdev=0.049694353872690555 seatDemandSmoothed=0.13241005023432992 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T10:49:45.024268613Z I0619 10:49:45.024070      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.003232390531925894 seatDemandStdev=0.0567621544990587 seatDemandSmoothed=0.13074449361465298 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T10:50:05.027688885Z I0619 10:50:05.026642      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.02659817652762484 seatDemandStdev=0.1723995102208233 seatDemandSmoothed=0.19899768674844814 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T10:50:15.027910539Z I0619 10:50:15.027643      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.0027545114919996466 seatDemandStdev=0.052411107204867254 seatDemandSmoothed=0.19568954918326179 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T10:50:35.029299008Z I0619 10:50:35.028814      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.0025844933808082454 seatDemandStdev=0.05095727812176805 seatDemandSmoothed=0.18915583435024605 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T10:50:45.029943172Z I0619 10:50:45.029525      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.002727929969493289 seatDemandStdev=0.05215830104187472 seatDemandSmoothed=0.18606763347345184 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T10:51:05.032711187Z I0619 10:51:05.031837      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.010607983161635358 seatDemandStdev=0.10260601310481114 seatDemandSmoothed=0.18133199867108088 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T10:51:15.033090928Z I0619 10:51:15.032771      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.002132882662878738 seatDemandStdev=0.046133864724572225 seatDemandSmoothed=0.17827149789155738 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T10:51:35.034539710Z I0619 10:51:35.034220      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.0029826901712351147 seatDemandStdev=0.0547419129396802 seatDemandSmoothed=0.17285598298572383 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T10:51:45.035257125Z I0619 10:51:45.034992      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.002989969306102428 seatDemandStdev=0.05459880392143214 seatDemandSmoothed=0.17020483716128548 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T10:52:05.038152775Z I0619 10:52:05.036043      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.01091067443766154 seatDemandStdev=0.1039840360522313 seatDemandSmoothed=0.16629111133353894 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T10:52:15.036763540Z I0619 10:52:15.036496      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.003637315155202493 seatDemandStdev=0.06020037453092985 seatDemandSmoothed=0.1639346826356486 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T10:53:05.041585518Z I0619 10:53:05.041346      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.004002015864132813 seatDemandStdev=0.0634105673055976 seatDemandSmoothed=0.15209184680144108 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T10:53:15.042135286Z I0619 10:53:15.041916      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.00258692705490997 seatDemandStdev=0.05079601227776197 seatDemandSmoothed=0.1498215419296594 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T10:53:35.043417004Z I0619 10:53:35.043157      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.0023072031630913324 seatDemandStdev=0.04835510365932172 seatDemandSmoothed=0.14539897406170882 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T10:53:45.044096948Z I0619 10:53:45.043846      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.003191724737311335 seatDemandStdev=0.05640512060542527 seatDemandSmoothed=0.14342552510117246 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T10:54:03.039448105Z I0619 10:54:03.039280      10 cidrallocator.go:242] syncing ServiceCIDR allocators
2026-06-19T10:54:03.039478875Z I0619 10:54:03.039316      10 cidrallocator.go:278] updated ClusterIP allocator for Service CIDR 100.64.0.0/13
2026-06-19T10:54:03.039483058Z I0619 10:54:03.039324      10 cidrallocator.go:244] syncing ServiceCIDR allocators took: 52.695µs
2026-06-19T10:54:03.213816325Z I0619 10:54:03.212140      10 controller.go:231] Updating CRD OpenAPI spec because ciliumpodippools.cilium.io changed
2026-06-19T10:54:03.213832835Z I0619 10:54:03.212441      10 controller.go:231] Updating CRD OpenAPI spec because ciliumloadbalancerippools.cilium.io changed
2026-06-19T10:54:03.213836856Z I0619 10:54:03.213326      10 controller.go:231] Updating CRD OpenAPI spec because kubenticagents.kubentic.io changed
2026-06-19T10:54:03.213840248Z I0619 10:54:03.213529      10 controller.go:231] Updating CRD OpenAPI spec because ciliumidentities.cilium.io changed
2026-06-19T10:54:03.230683668Z I0619 10:54:03.230489      10 controller.go:231] Updating CRD OpenAPI spec because vmagents.operator.victoriametrics.com changed
2026-06-19T10:54:03.230882868Z I0619 10:54:03.230815      10 controller.go:231] Updating CRD OpenAPI spec because vmclusters.operator.victoriametrics.com changed
2026-06-19T10:54:03.248431174Z I0619 10:54:03.248213      10 controller.go:231] Updating CRD OpenAPI spec because vmscrapeconfigs.operator.victoriametrics.com changed
2026-06-19T10:54:03.271873491Z I0619 10:54:03.271653      10 controller.go:231] Updating CRD OpenAPI spec because ciliumnodes.cilium.io changed
2026-06-19T10:54:03.276376876Z I0619 10:54:03.276123      10 controller.go:231] Updating CRD OpenAPI spec because ciliumendpoints.cilium.io changed
2026-06-19T10:54:03.286229712Z I0619 10:54:03.276518      10 controller.go:231] Updating CRD OpenAPI spec because ciliumnodeconfigs.cilium.io changed
2026-06-19T10:54:03.297091492Z I0619 10:54:03.296588      10 controller.go:231] Updating CRD OpenAPI spec because vmpodscrapes.operator.victoriametrics.com changed
2026-06-19T10:54:03.297303316Z I0619 10:54:03.297044      10 controller.go:231] Updating CRD OpenAPI spec because ciliumnetworkpolicies.cilium.io changed
2026-06-19T10:54:03.297936920Z I0619 10:54:03.297821      10 controller.go:231] Updating CRD OpenAPI spec because ciliuml2announcementpolicies.cilium.io changed
2026-06-19T10:54:03.298409248Z I0619 10:54:03.298322      10 controller.go:231] Updating CRD OpenAPI spec because vmanomalyconfigs.operator.victoriametrics.com changed
2026-06-19T10:54:03.317134963Z I0619 10:54:03.316927      10 controller.go:231] Updating CRD OpenAPI spec because vmanomalies.operator.victoriametrics.com changed
2026-06-19T10:54:03.317161903Z I0619 10:54:03.316980      10 controller.go:231] Updating CRD OpenAPI spec because vmservicescrapes.operator.victoriametrics.com changed
2026-06-19T10:54:03.317165544Z I0619 10:54:03.316991      10 controller.go:231] Updating CRD OpenAPI spec because vlsingles.operator.victoriametrics.com changed
2026-06-19T10:54:03.338777762Z I0619 10:54:03.338613      10 controller.go:231] Updating CRD OpenAPI spec because vlclusters.operator.victoriametrics.com changed
2026-06-19T10:54:03.338804808Z I0619 10:54:03.338659      10 controller.go:231] Updating CRD OpenAPI spec because vmrules.operator.victoriametrics.com changed
